,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/01/2021 21:56:06,21.09375,31.25,26.171875,53,53,56,2494.34253,2494.34253,9.476995,6.55892134,0.0180823151,99.7737,55.4155235,4.367653,3.51398849,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:07,25.78125,27.34375,26.5625,57,50,59,2494.342,2494.342,9.643039,6.71159935,0.0175023638,99.773674,55.42022,4.368023,3.51361847,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:08,24.21875,27.34375,25.78125,53,54,57,2494.3418,2494.3418,9.46699,6.542053,0.0181738529,99.77367,55.4207039,4.368061,3.51358032,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:09,14.84375,37.5,26.171875,53,55,56,2494.34277,2494.34277,9.457956,6.53189945,0.0181585345,99.77371,55.4228325,4.368229,3.51341248,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:10,17.1875,35.15625,26.171875,58,51,59,2494.342,2494.342,9.36689949,6.463978,0.0179144628,99.77368,55.423027,4.368244,3.51339722,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:11,23.4375,28.125,25.78125,59,50,59,2494.34229,2494.34229,9.428447,6.5033555,0.0179601386,99.7737,55.4243355,4.368347,3.51329422,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:12,30.46875,21.09375,25.78125,58,50,59,2494.34229,2494.34229,9.386758,6.46562433,0.017746564,99.77369,55.41828,4.36787033,3.513771,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:13,21.09375,29.6875,25.390625,58,51,59,2494.34229,2494.34229,9.270277,6.400199,0.00292978832,99.77369,55.4189148,4.36792,3.51372147,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:14,21.875,30.46875,26.171875,53,54,56,2494.34229,2494.34229,9.29865551,6.41171646,0.009079288,99.77369,55.4195862,4.36797333,3.513668,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:56:15,19.53125,34.375,26.953125,53,54,57,2494.342,2494.342,9.508263,6.585294,0.0174260549,99.77368,55.42748,4.368595,3.51304626,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
